iteration	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_ANC cs	P_ANC nc	P_ROOT cs	P_ROOT nc	MB_A->B ms	MB_A->B nm	MB_B->A ms	MB_B->A nm	MB_A->C ms	MB_A->C nm	MB_C->A ms	MB_C->A nm	MB_B->C ms	MB_B->C nm	MB_C->B ms	MB_C->B nm	
680	4.93732567820743284414675144944339991	4548	3.41195412793290708819426981790456921	4360	1.81846052751970366223588371212827042	4338	4.66265239236263440147922665346413851	7247	0.07340135708605395603587595587669057	1507	1.54263542257194807838516226183855906	1763	1.82405265531699334324855499289697036	1946	1.01823955001912791473728248092811555	3072	1.82405265531699334324855499289697036	1079	1.01823955001912791473728248092811555	794	1.54263542257194807838516226183855906	485	
690	5.02008246693019621886833192547783256	4676	3.30777622917892788478866350487805903	4432	1.70960271731777369019766865676501766	4220	4.57299572893245898086433953722007573	7209	0.06328917979978958274767109060121584	1463	1.52437300109569084938243577198591083	1672	1.83903020904434177928976623661583290	1901	0.98945748248880216468847947908216156	3266	1.83903020904434177928976623661583290	1030	0.98945748248880216468847947908216156	720	1.52437300109569084938243577198591083	480	
700	5.02740880947545232260154079995118082	4676	3.35457613971407031527860453934408724	4519	1.69889686538443052121749587968224660	4210	4.56801241945061686777762588462792337	7166	0.05814730192582581030924515630431415	1429	1.53482130094859448021793468797113746	1716	1.84343095302035253624239885539282113	2106	0.98389221554458028418110870916279964	3352	1.84343095302035253624239885539282113	1031	0.98389221554458028418110870916279964	662	1.53482130094859448021793468797113746	479	
710	4.81967107135998507061458440148271620	4699	3.58853895286376367579350699088536203	4288	1.72127160255823552503784412692766637	4236	4.63906133773159279343190064537338912	7298	0.05913045677107838654640303843734728	1479	1.57320298954962378701338820974342525	1720	1.79617846671986924889097281266003847	2104	0.99566512864370837476712949865031987	3250	1.79617846671986924889097281266003847	1019	0.99566512864370793067791964858770370	661	1.57320298954962378701338820974342525	475	
720	4.85683008284585149283429927891120315	4550	3.42296739618995982112892306759022176	4303	1.67430226610969690170804824447259307	4328	4.63696708748497687935241629020310938	7330	0.05225300700167603840107233281742083	1489	1.52635368511836300164929980383021757	1685	1.78732882830531925044681429426418617	2114	0.97782326691590393252795365697238594	3323	1.78732882830531925044681429426418617	1057	0.97782326691590348843874380690976977	563	1.52635368511836300164929980383021757	513	
730	5.05985666033578240785573143512010574	4601	3.36922182606390219206105030025355518	4398	1.73245245747026355154218890675110742	4276	4.66633648381880128397369844606146216	7203	0.05692907246056963521674276762496447	1522	1.54156145794405174953567438933532685	1662	1.84640082569868124728884595242561772	2148	1.00822547004120721680919814389199018	3395	1.84640082569868124728884595242561772	1023	1.00822547004120677271998829382937402	468	1.54156145794405174953567438933532685	475	
740	5.02704044829323226650785727542825043	4778	3.32857942383778171446806481981184334	4257	1.78855978939818460737853911268757656	4222	4.64943037774791800842422162531875074	7221	0.05406186231766663824460650289438490	1522	1.52365014494681583201440844277385622	1773	1.82936450421606511262950789387105033	2162	1.01230994776299598747471009119180962	3414	1.82936450421606511262950789387105033	939	1.01230994776299554338550024112919345	453	1.52365014494681583201440844277385622	523	
750	5.17776718312431771806814140290953219	4641	3.25445547425906944738471793243661523	4318	1.73459607463520115722133141389349476	4260	4.46157054769160055229804129339754581	7320	0.05138508539311903433599582058377564	1461	1.50649007400450529736701810179511085	1780	1.85931986272194871290253104234579951	2232	0.99772881359039788939924164878902957	3472	1.85931986272194871290253104234579951	1016	0.99772881359039744531003179872641340	459	1.50649007400450529736701810179511085	520	
760	5.12634172535240661972011366742663085	4650	3.21681106359112778392272957717068493	4396	1.65918172118250573099373923469102010	4256	4.40520834805749661455820387345738709	7254	0.05873325683419890891334702587300853	1444	1.49638028459629079947035279474221170	1674	1.84387714549406833697275942540727556	2116	0.97427632337959724218023893627105281	3399	1.84387714549406833697275942540727556	959	0.97427632337959702013563401123974472	486	1.49638028459629079947035279474221170	516	
770	5.16072969783396917620166277629323304	4795	3.22536324590878242801750275248195976	4304	1.70125226538096807615829675341956317	4194	4.69126793762030214196556698880158365	7218	0.05613807285158880361342070841601526	1489	1.49892520114818439402881722344318405	1670	1.84947552696480466138950760068837553	1983	0.98554008350381150371788407937856391	3461	1.84947552696480466138950760068837553	936	0.98554008350381128167327915434725583	451	1.49892520114818439402881722344318405	503	
780	5.01910991570095355029934580670669675	4661	3.29503477798410759902481004246510565	4403	1.69086057610630491332415203942218795	4229	4.73947877192048672156943212030455470	7202	0.05696969835221942640712811112280178	1505	1.50322339249371861313875342602841556	1772	1.81378821021162606186294397048186511	2223	0.97502279827674620538147109982674010	3454	1.81378821021162606186294397048186511	988	0.97502279827674598333686617479543202	440	1.50322339249371861313875342602841556	464	
790	5.21778003782324262260772229637950659	4713	3.21286549899176021583002693660091609	4150	1.68183979922515702831731232436140999	4259	4.85275492709735623009237315272912383	7380	0.05634036581607862470555403433536412	1498	1.47985141578255774419403678621165454	1933	1.84809312521652824301554574049077928	2195	0.97390464126823794721588001266354695	3470	1.84809312521652824301554574049077928	970	0.97390464126823772517127508763223886	375	1.47985141578255774419403678621165454	452	
800	5.05101232020806545364166595390997827	4657	3.18598639279049367090124178503174335	4296	1.67267100105348087701884196576429531	4268	4.70676524103374305241231922991573811	7233	0.06094989057109035518466910730239761	1546	1.46372047688212703064891684334725142	1891	1.80205447730620549329216828482458368	2235	0.96892489947444548903376926318742335	3440	1.80205447730620549329216828482458368	1011	0.96892489947444548903376926318742335	428	1.46372047688212703064891684334725142	504	
810	5.20614824058734004808002282516099513	4737	3.15054007124181101318072251160629094	4256	1.79497110326199615926157093781512231	4222	4.77799392967904079654317683889530599	7276	0.06730419761409878187663480275659822	1509	1.46585528438161039055387391272233799	1814	1.84350829666939741713349576457403600	2113	0.99512305055089034233617439895169809	3554	1.84350829666939741713349576457403600	1012	0.99512305055089034233617439895169809	370	1.46585528438161039055387391272233799	483	
820	5.34590272283740741698920828639529645	4587	3.20430363772519788412296293245162815	4233	1.68001875720462212626671316684223711	4227	4.86244500993012174205887276912108064	7428	0.07084039684420553872890025104425149	1525	1.48847576588824148657863588596228510	1750	1.87800518900461055338269034109544009	2062	0.97723363584918565560855086005176418	3491	1.87800518900461055338269034109544009	974	0.97723363584918565560855086005176418	347	1.48847576588824148657863588596228510	451	
830	5.28786665824912027744630904635414481	4641	3.19060300180242384371354091854300350	4291	1.71042380326262688505778442049631849	4163	4.81036476626447750959414406679570675	7394	0.06746783989765003930472175852628425	1511	1.47692280478800341825262876227498055	1699	1.86212531800471325915680154139408842	2156	0.97489825229740645351483863123576157	3595	1.86212531800471325915680154139408842	931	0.97489825229740645351483863123576157	309	1.47692280478800341825262876227498055	474	
840	5.29234431962322737774684355827048421	4666	3.24176099771775172442289658647496253	4253	1.59109040836582993350134529464412481	4131	4.87232558999742870753379975212737918	7452	0.06799474054967491465362172675668262	1498	1.48894913047912980097464696882525459	1664	1.85807334227481502075818298180820420	2180	0.94952545662406473425676267652306706	3710	1.85807334227481502075818298180820420	957	0.94952545662406473425676267652306706	297	1.48894913047912980097464696882525459	509	
850	5.27289961372766136094014655100181699	4665	3.20549645515314773902559863927308470	4253	1.56997367828021183733255838887998834	4080	4.91752616365286598920647520571947098	7505	0.05992085130766318379347268319179420	1497	1.47001810686057332588916324311867356	1521	1.84371008004540870572895983059424907	2051	0.92951683202107593384511119438684545	3761	1.84371008004540870572895983059424907	980	0.92951683202107593384511119438684545	297	1.47001810686057332588916324311867356	473	
860	5.45422089265361176302349122124724090	4589	3.27661346927389995897783592226915061	4252	1.61240114023415181954135277919704095	4165	5.14486963580202338874869383289478719	7543	0.05872216067918263615599272498002392	1451	1.50692969810970645028191938763484359	1604	1.89849868805371024826911252603167668	2106	0.95923651285674027544558839508681558	3763	1.89849868805371024826911252603167668	1025	0.95923651285674027544558839508681558	276	1.50692969810970645028191938763484359	459	
870	5.51288991147999585251682219677604735	4688	3.21327549960063452161307395726907998	4179	1.57016615711661922105690791795495898	4120	5.11292488147372470308482661494053900	7536	0.06026891984330408347236840427285642	1477	1.49216499711580619091932931041810662	1767	1.90387673383983546671061048982664943	2111	0.95031610236755115206364052937715314	3655	1.90387673383983546671061048982664943	948	0.95031610236755115206364052937715314	286	1.49216499711580619091932931041810662	409	
880	5.45911375178465618773770984262228012	4473	3.27744061832007194112748038605786860	4362	1.61443567151919498137147002125857398	4144	5.29815840905566393104209055309183896	7528	0.06415368764587658922948776307748631	1493	1.51982132402327674292052961391163990	1612	1.91066682290497458218681003927486017	2114	0.96447223972836892968985011975746602	3644	1.91066682290497458218681003927486017	1000	0.96447223972836892968985011975746602	315	1.51982132402327674292052961391163990	384	
890	5.35484231676658950505043321754783392	4600	3.31237050718353698286477992951404303	4185	1.59530847339824011221764976653503254	4110	5.41626818584737002026940899668261409	7601	0.06187540328786818311090911493010935	1504	1.50860137901066315713194398995256051	1614	1.87103655167678839532641177356708795	1952	0.94359902673436268916162816822179593	3616	1.87103655167678839532641177356708795	962	0.94359902673436268916162816822179593	298	1.50860137901066315713194398995256051	348	
900	5.35979951142096577854090355685912073	4707	3.19186405515625670759050080960150808	4212	1.54872098930786261661296521197073162	4004	5.49013786187300034669078740989789367	7562	0.05723173494245923503820350219939428	1515	1.46679484577398810962733932683477178	1582	1.85247857192355702693475905107334256	1891	0.92218255512141622531885332136880606	3779	1.85247857192355702693475905107334256	1018	0.92218255512141622531885332136880606	321	1.46679484577398810962733932683477178	343	
910	5.30112434401021470620207765023224056	4757	3.18558166681927890095948896487243474	4061	1.48177515957144301239623018773272634	4114	5.68947677719858546652176300995051861	7501	0.06541339535805318350369930158194620	1567	1.45671009890970259981202161725377664	1649	1.83321432612062618083825782377971336	1876	0.90236874669582045616067489390843548	3608	1.83321432612062618083825782377971336	913	0.90236874669582045616067489390843548	318	1.45671009890970259981202161725377664	399	
920	5.01138650032798693700897274538874626	4674	3.40872924866108739649916969938203692	4298	1.56057402645766107873726014076964930	4118	5.54926077960271690869831218151375651	7329	0.07213348560239790652204305843042675	1581	1.51521924631341264877448793413350359	1567	1.80153683100922856752390543988440186	2116	0.93352565112149787918127685770741664	3495	1.80153683100922856752390543988440186	907	0.93352565112149787918127685770741664	360	1.51521924631341264877448793413350359	370	
930	5.09490800402172538952072500251233578	4901	3.32912265936132056864948935981374234	4301	1.51949409819607272886798909894423559	3902	5.57966074193646921486333667417056859	7370	0.06460141450621112446661697958916193	1526	1.49326437392877320320394574082456529	1599	1.81168605424589435060056530346628278	2174	0.91202255224024308954966500095906667	3757	1.81168605424589435060056530346628278	829	0.91202255224024308954966500095906667	305	1.49326437392877320320394574082456529	386	
940	5.15494374718938264123835324426181614	4794	3.29704081329070053385521532618440688	4081	1.57614203105291172946067490556742996	4037	5.63035163202524469028276143944822252	7483	0.07061574134482394293765850079580559	1605	1.49005915063723448632515555800637230	1697	1.82296833397505064766619398142211139	2078	0.94232893250935090279085670772474259	3613	1.82296833397505064766619398142211139	822	0.94232893250935090279085670772474259	236	1.49005915063723448632515555800637230	382	
