Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	m_C->A	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
202	11.10236	 4.81814	11.17536	29.25029	 9.09716	 0.79841	 2.98676	77.13282	-1358.495451	-2864474.698836	147483.795841
203	11.07270	 4.80527	11.14551	30.54759	 9.07286	 0.79628	 2.97878	79.32324	-1358.556506	-2864570.472141	147457.460191
204	11.52710	 4.64285	11.15723	30.57972	 9.08241	 0.79712	 2.96526	79.23990	-1358.427951	-2864620.391643	147764.490192
205	10.99819	 4.63038	11.12727	30.49760	 9.05802	 0.79498	 2.95729	79.45326	-1358.562005	-2864601.349908	147477.339121
206	10.98362	 4.62425	10.74906	30.45719	 9.04601	 0.80154	 2.95338	79.55868	-1358.464807	-2864594.111554	147664.497155
207	10.98362	 4.62425	10.74906	30.45719	 9.04601	 0.80154	 2.94126	80.28688	-1358.155591	-2864515.150067	148203.967071
208	10.78692	 4.61775	10.88263	29.27109	 9.03331	 0.80041	 2.93713	81.55872	-1358.122191	-2864570.233941	148325.851874
209	10.74673	 4.60055	10.84208	29.16205	 8.99966	 0.79743	 2.94878	81.86369	-1358.213331	-2864545.075598	148118.412996
210	10.70811	 4.58402	10.80313	29.05726	 9.14171	 0.79457	 2.94586	82.15891	-1358.310629	-2864495.554778	147874.297477
211	10.47672	 4.59099	10.34166	29.10141	 9.15560	 0.79577	 2.92429	83.94374	-1358.092706	-2864554.338232	148368.926639
212	10.74208	 4.71262	10.36348	29.16280	 9.17492	 0.79745	 2.93046	83.76702	-1358.103496	-2864439.977973	148232.986463
213	10.73597	 4.70994	10.35759	28.71054	 9.16970	 0.79700	 2.92880	83.81466	-1358.239629	-2864486.179235	148006.921093
214	10.74493	 4.71387	10.36623	28.73449	 9.17735	 0.79766	 2.93124	86.43477	-1358.324532	-2864521.259958	147872.196254
215	10.47137	 4.72757	10.39634	28.81797	 9.20402	 0.79998	 2.93976	86.18439	-1358.297588	-2864461.094771	147865.918972
216	10.98789	 4.74105	10.42600	28.90018	 9.37911	 0.80226	 2.92475	87.61253	-1358.249302	-2864528.193190	148029.590100
217	10.95732	 4.88539	10.39700	28.81977	 9.35302	 0.80003	 2.91661	87.85697	-1358.309924	-2864456.570807	147836.723160
218	10.95732	 5.04554	10.78187	28.81977	 9.35302	 0.80003	 2.91661	90.28272	-1358.401178	-2864446.357995	147644.001968
219	10.68745	 4.98659	10.73954	29.75260	 9.64665	 0.79689	 2.92473	90.63850	-1358.667541	-2864580.505629	147245.423922
220	10.49960	 4.93158	11.24382	29.64982	 9.61333	 0.79414	 2.91462	92.24297	-1358.575458	-2864519.545660	147368.628862
221	10.27983	 5.05743	11.22247	31.07558	 9.59507	 0.79263	 2.88318	93.53597	-1358.198282	-2864522.868575	148126.303839
222	10.25072	 5.04311	11.19069	30.98759	 9.56791	 0.79039	 2.89325	96.56493	-1358.404859	-2864595.445716	147785.728672
223	10.32644	 5.03774	10.59211	30.95459	 9.34927	 0.78632	 2.89016	96.66787	-1358.443467	-2864495.257722	147608.324711
224	10.53717	 5.02554	10.56646	30.95722	 9.32663	 0.78442	 2.84657	98.61182	-1358.071608	-2864535.171429	148391.955005
225	10.57498	 5.04357	10.60437	31.06829	 9.36009	 0.78723	 2.85679	98.25929	-1358.208059	-2864527.666048	148111.548306
226	10.44133	 5.04357	10.60437	31.92816	 9.36009	 0.78723	 2.85679	99.83804	-1358.042758	-2864459.991851	148374.476159
227	 9.93427	 5.13082	10.56220	31.30581	 9.32287	 0.78410	 2.81382	100.23666	-1357.885362	-2864518.403722	148747.679352
228	 9.76478	 4.97910	10.58932	31.38620	 9.34681	 0.78612	 2.82104	99.97993	-1358.195001	-2864576.964392	148186.963323
229	 9.79900	 4.74466	10.62643	30.01316	 9.37956	 0.78887	 2.80349	97.92731	-1358.080350	-2864565.743669	148405.043266
230	 9.79900	 4.74466	10.96185	31.12832	 9.37956	 0.78887	 2.80349	100.33575	-1358.218171	-2864611.784957	148175.443040
231	 9.81511	 4.73511	10.42430	30.19937	 9.61886	 0.79647	 2.79785	100.53798	-1358.103887	-2864568.296564	148360.522219
232	 9.78786	 4.72197	10.39536	30.11553	 9.59215	 0.79426	 2.75227	102.31933	-1357.898454	-2864621.327758	148824.419885
233	10.03496	 4.89119	10.41109	30.16109	 9.60667	 0.79546	 2.75644	102.16476	-1358.015520	-2864539.203595	148508.163944
234	10.06331	 5.14268	10.44050	30.24629	 9.79327	 0.79771	 2.75603	103.50353	-1358.231594	-2864528.257871	148065.070551
235	 9.72552	 4.82520	10.11519	29.01745	 9.75827	 0.79486	 2.76819	105.26746	-1358.151699	-2864577.976976	148274.579246
236	 9.76363	 5.05446	 9.93298	29.13116	 9.79651	 0.80430	 2.77904	104.85656	-1357.980799	-2864502.793548	148541.196501
237	 9.62451	 5.04034	 9.90522	29.04974	 9.76913	 0.80205	 2.77127	108.12374	-1357.928854	-2864487.143940	148629.436089
238	 9.62451	 5.04034	 9.90522	29.04974	 9.76913	 0.79872	 2.77127	110.95850	-1357.974901	-2864512.113615	148562.311146
239	 9.24754	 5.17392	 9.86985	28.94602	 9.73425	 0.78836	 2.76138	113.92645	-1357.954638	-2864436.612089	148527.335941
240	 9.21370	 5.15499	 9.83373	29.95511	 9.69862	 0.78547	 2.73879	115.80910	-1357.768423	-2864438.047696	148901.201621
241	 9.25060	 5.17564	10.13228	30.07508	 9.73747	 0.79091	 2.76651	117.54228	-1357.786429	-2864447.030155	148874.173036
242	 9.22137	 5.03401	 9.81163	29.98005	 9.70670	 0.78841	 2.75777	121.51173	-1357.711852	-2864460.150861	149036.447403
243	 9.19395	 5.01904	 9.78245	30.67177	 9.67783	 0.78606	 2.74957	121.87415	-1357.621930	-2864534.704959	149290.844027
244	 8.96242	 4.94975	 9.78245	30.67177	 9.63629	 0.78606	 2.72950	125.44187	-1357.501367	-2864479.418093	149476.684380
245	 8.93435	 4.83107	 9.75181	29.20581	 9.60611	 0.78360	 2.72095	125.83604	-1357.584073	-2864618.572885	149450.426990
246	 8.96799	 5.02510	 9.78852	29.31577	 9.64228	 0.78655	 2.74522	125.36403	-1357.550000	-2864463.621473	149363.621045
247	 8.99683	 5.11511	 9.82000	29.41005	 9.67329	 0.78908	 2.75405	124.96215	-1357.585062	-2864575.099003	149404.975102
248	 9.22221	 4.98431	 9.79505	29.33533	 9.64871	 0.78708	 2.74705	123.81873	-1357.493558	-2864454.285961	149467.170463
249	 9.41856	 4.97534	10.18208	29.28255	 9.63135	 0.78566	 2.74211	126.82987	-1357.595783	-2864595.198592	149403.631794
250	 9.77904	 4.99540	10.22312	29.40059	 9.67018	 0.78883	 2.75316	126.32068	-1357.440447	-2864476.360794	149595.467057
251	 9.60548	 4.75427	10.18732	30.37748	 9.63630	 0.78606	 2.74352	129.36688	-1357.549612	-2864509.950621	149410.727488
252	 9.57905	 4.87844	10.42992	30.29390	 9.60979	 0.78390	 2.71142	129.72380	-1357.490714	-2864563.601614	149582.173856
253	10.17502	 5.05984	10.12775	30.98713	 9.64044	 0.78640	 2.72006	128.07687	-1357.674823	-2864523.141300	149173.495287
254	 9.83738	 5.19546	10.16764	31.10918	 9.67841	 0.78950	 2.74864	127.57436	-1357.746185	-2864462.116499	148969.746702
255	 9.87788	 4.91610	10.20950	31.23726	 9.71826	 0.79275	 2.73531	130.44340	-1357.706985	-2864564.479217	149150.508285
256	 9.71890	 5.16462	10.24364	30.19954	 9.75076	 0.79540	 2.74446	130.00863	-1357.806501	-2864538.973331	148925.971038
257	 9.73855	 5.00804	10.26435	31.20221	 9.77047	 0.79701	 2.75001	132.82261	-1357.720186	-2864424.852466	148984.479744
258	10.16518	 4.99850	 9.87157	31.14279	 9.75187	 0.79549	 2.71436	134.60660	-1357.543647	-2864454.146279	149366.851452
259	10.19663	 4.94958	 9.90211	30.23910	 9.78204	 0.79795	 2.72276	136.09262	-1357.415900	-2864465.077421	149633.276596
260	10.50026	 5.07258	 9.88524	30.18757	 9.76537	 0.79659	 2.69680	135.01507	-1357.375462	-2864451.938030	149701.014510
261	10.23453	 5.05966	 9.86005	30.11066	 9.74049	 0.79456	 2.68993	139.23172	-1357.323104	-2864469.376658	149823.168922
262	10.74146	 5.07306	 9.88616	30.19040	 9.76628	 0.79667	 2.69705	139.41266	-1357.449959	-2864516.096024	149616.177235
263	10.18779	 5.08790	 9.71061	30.27873	 9.79486	 0.78960	 2.70494	139.00597	-1357.612554	-2864585.159495	149360.051814
264	10.13825	 4.88544	 9.66339	28.70953	 9.74723	 0.78576	 2.69179	139.68525	-1357.339174	-2864517.781350	149839.433781
265	 9.82601	 4.88544	 9.66339	28.70953	 9.74723	 0.78576	 2.66711	141.29599	-1357.240256	-2864457.760286	149977.248556
266	 9.85678	 4.90074	 9.50278	28.79945	 9.77776	 0.78822	 2.67547	140.85481	-1357.310935	-2864422.583822	149800.713637
267	10.18222	 4.88290	 9.46818	29.92313	 9.74215	 0.78535	 2.66572	141.36957	-1357.198464	-2864463.716538	150066.787713
268	 9.79088	 4.62824	 9.44946	29.86398	 9.72289	 0.78380	 2.63741	144.18571	-1357.073676	-2864418.962972	150271.610075
269	 9.75005	 4.60894	 9.41005	29.73943	 9.68235	 0.78053	 2.62641	145.66663	-1356.983403	-2864544.265887	150577.460830
270	10.23488	 4.62651	 9.44592	29.85280	 9.71925	 0.78351	 2.63642	145.02772	-1357.064305	-2864514.311111	150385.701842
271	10.21097	 4.61570	 9.69098	30.18355	 9.69655	 0.78168	 2.62857	143.95981	-1357.040855	-2864551.513667	150469.803907
272	10.00184	 4.69422	 9.65811	30.98011	 9.66366	 0.77903	 2.61966	144.44975	-1357.051928	-2864516.811173	150412.955935
273	10.00184	 4.77264	 9.65811	29.84571	 9.66366	 0.77903	 2.61966	144.44975	-1356.996328	-2864428.926354	150436.269459
274	10.03880	 4.79028	 9.69380	29.95600	 9.69938	 0.78191	 2.63871	146.79081	-1357.035289	-2864516.047683	150445.469833
275	10.38424	 4.81082	 9.73538	30.08447	 9.74097	 0.78526	 2.63908	144.08645	-1357.147277	-2864471.543708	150176.990173
276	10.34605	 4.74236	 9.69958	30.54269	 9.70516	 0.78237	 2.65465	144.61819	-1357.070594	-2864504.423529	150363.235283
277	10.37672	 4.75641	 9.72833	30.63323	 9.73392	 0.78469	 2.66252	140.69073	-1357.310302	-2864430.197288	149809.593852
278	10.33804	 4.65102	 9.69207	29.69074	 9.69764	 0.78177	 2.65260	143.09547	-1357.276976	-2864430.237085	149876.285651
279	10.14856	 4.66291	 9.71686	29.76666	 9.72244	 0.78377	 2.65938	145.74242	-1357.173407	-2864477.453369	150130.638652
280	10.59255	 4.65204	 9.85596	29.69725	 9.69977	 0.78194	 2.62452	147.86049	-1357.010651	-2864451.266720	150429.964110
281	10.38025	 4.65642	 9.86524	29.72521	 9.70890	 0.78267	 2.62699	147.72139	-1356.891007	-2864439.128805	150657.115146
282	10.39094	 4.82552	 9.87540	29.75583	 9.71890	 0.78348	 2.62970	145.81672	-1357.047037	-2864493.895548	150399.821451
283	 9.98189	 4.81117	 9.37765	29.66735	 9.94328	 0.78115	 2.62188	148.35412	-1356.952842	-2864382.334827	150476.650920
284	10.22209	 4.79471	 9.34559	29.56589	 9.90927	 0.77848	 2.61291	153.28523	-1356.972123	-2864401.656473	150457.410422
285	10.23542	 4.80097	 9.35777	29.60445	 9.68435	 0.77949	 2.61632	155.14604	-1357.061163	-2864372.022203	150249.695926
286	10.59697	 4.95538	 9.24879	29.57081	 9.67335	 0.77861	 2.61335	155.32253	-1357.015415	-2864416.289320	150385.460007
287	10.56312	 4.93955	 9.21925	29.47636	 9.64245	 0.78348	 2.60836	155.82020	-1356.885065	-2864534.653131	150764.522768
288	10.11647	 4.92348	 9.18926	31.01023	 9.61108	 0.78093	 2.59987	154.64392	-1356.755173	-2864458.546015	150948.199524
289	10.12440	 5.03934	 9.19646	31.03455	 9.61862	 0.78154	 2.61545	154.52277	-1357.129437	-2864340.171213	150081.297306
290	10.16130	 4.78397	 9.22998	29.86261	 9.80943	 0.78439	 2.63106	156.62787	-1356.955443	-2864375.379597	150464.493309
291	10.53717	 4.79577	 9.25275	29.93627	 9.83362	 0.78633	 2.63755	156.24250	-1356.826040	-2864472.300049	150820.219975
292	10.52127	 4.95315	 9.55562	29.89111	 9.81879	 0.78514	 2.66412	156.47853	-1356.774344	-2864392.082981	150843.395556
293	10.54021	 4.96207	 9.57281	29.44278	 9.57952	 0.78655	 2.65052	157.42570	-1356.766078	-2864407.801573	150875.645776
294	10.52128	 4.77914	 9.55562	30.88932	 9.56232	 0.78514	 2.63625	160.43334	-1356.716818	-2864444.063372	151010.427198
295	10.92532	 4.79427	 9.58589	30.98716	 9.59260	 0.78763	 2.60776	162.33782	-1356.618603	-2864519.850735	151282.644655
296	10.95667	 4.80803	 9.61340	31.07609	 9.62013	 0.78989	 2.61525	161.87324	-1356.551658	-2864442.683248	151339.366668
297	10.58162	 4.99931	 9.64789	31.18757	 9.65465	 0.79272	 2.62463	161.29461	-1356.882597	-2864476.654817	150711.461078
298	10.62032	 4.89945	10.05663	31.41325	 9.68996	 0.79202	 2.65522	162.32186	-1356.997056	-2864673.848092	150679.735871
299	10.30239	 4.88443	10.02581	31.31696	 9.92228	 0.78959	 2.66710	162.82091	-1357.091329	-2864718.324996	150535.666914
300	 9.83068	 4.76400	10.00789	31.26098	 9.90454	 0.78818	 2.66233	165.64420	-1356.948625	-2864511.863323	150614.614114
301	 9.85356	 4.77509	10.03118	31.33373	 9.92759	 0.79002	 2.63822	165.25961	-1356.643610	-2864462.516961	151175.297680
302	 9.84040	 4.76871	 9.70262	31.29190	 9.91434	 0.78896	 2.63470	165.48051	-1356.688639	-2864446.065869	151068.788642
303	 9.86162	 4.77899	 9.72354	31.35935	 9.93571	 0.79001	 2.64038	166.70948	-1356.675030	-2864316.998698	150966.937709
304	10.28700	 4.77899	 9.72354	30.13235	 9.93571	 0.79001	 2.64038	170.06824	-1356.555505	-2864446.805986	151335.796691
305	10.51815	 4.76505	 9.69516	30.04442	 9.90672	 0.78771	 2.63267	170.56599	-1356.569174	-2864453.521711	151315.173945
306	10.54294	 4.77628	 9.71801	30.11522	 9.93006	 0.78956	 2.62241	174.50016	-1356.755832	-2864556.750550	151045.087430
307	10.26158	 4.79222	 9.50994	31.36029	 9.96322	 0.79220	 2.63116	173.91950	-1356.699756	-2864601.246371	151201.734017
308	10.27986	 4.71578	 9.52688	31.41615	 9.98097	 0.79361	 2.63585	176.32778	-1356.652587	-2864501.505176	151196.331128
309	10.04235	 4.70181	 9.49867	31.32310	 9.72338	 0.79126	 2.61367	176.85160	-1356.505919	-2864414.310374	151402.471631
310	10.06150	 4.82758	 9.51678	30.39805	 9.74192	 0.79277	 2.62776	176.51501	-1356.453996	-2864444.717109	151536.724505
311	10.31824	 4.91629	 9.54988	31.43541	 9.77581	 0.79553	 2.66419	173.70817	-1356.659374	-2864437.237938	151118.490540
312	10.27757	 4.89691	 9.51224	30.28970	 9.73727	 0.79239	 2.65369	178.55780	-1356.536261	-2864492.504739	151419.982383
313	10.75058	 4.90495	 9.52786	30.33943	 9.75326	 0.79369	 2.65804	175.93373	-1356.412247	-2864442.615617	151618.122508
314	10.77435	 5.05052	 9.54893	31.61801	 9.77483	 0.79545	 2.66392	175.54554	-1356.420185	-2864506.514310	151666.143889
315	10.45996	 5.23139	 9.57535	30.30139	 9.80188	 0.79765	 2.67129	175.06105	-1356.784173	-2864554.268357	150985.922512
316	10.43668	 5.21975	 9.55404	30.23396	 9.78007	 0.79587	 2.66955	178.86399	-1356.490773	-2864424.432928	151442.886086
317	10.46506	 4.94632	 9.58002	30.31616	 9.80666	 0.79804	 2.67680	178.37899	-1356.500540	-2864476.497084	151475.416355
318	10.50023	 4.96294	 9.25285	30.41806	 9.83962	 0.80757	 2.68580	180.34283	-1356.628850	-2864487.214704	151229.513836
319	 9.92499	 4.97728	 9.27958	30.50594	 9.86805	 0.80991	 2.70802	184.24108	-1356.589182	-2864440.808357	151262.444811
320	 9.95888	 5.12079	 9.31126	29.23046	 9.90174	 0.81267	 2.69410	188.70049	-1356.217526	-2864437.268999	152002.216363
321	 9.50231	 5.09931	 9.27222	29.10789	 9.86022	 0.80926	 2.68280	189.49510	-1356.328606	-2864466.484875	151809.273582
322	 9.89819	 5.33905	 9.04566	29.04486	 9.83887	 0.80751	 2.64252	194.42879	-1355.972758	-2864484.643775	152539.127008
323	 9.88158	 5.33009	 9.03047	28.99611	 9.82235	 0.80616	 2.63808	199.82517	-1356.151982	-2864415.488462	152111.525094
324	10.42999	 5.30523	 9.06235	29.09844	 9.85702	 0.80900	 2.67062	199.12240	-1356.199665	-2864550.249588	152150.920241
325	10.40455	 5.29229	 9.04024	27.89142	 9.83297	 0.80703	 2.66410	202.63162	-1355.817929	-2864465.290991	152829.433497
326	10.12809	 5.48421	 9.07618	28.00229	 9.87206	 0.81024	 2.67469	199.94234	-1356.209861	-2864487.569875	152067.847711
327	10.12809	 5.37098	 9.07618	28.00229	 9.87206	 0.81024	 2.67469	199.94234	-1356.168268	-2864505.239469	152168.702758
328	10.52211	 5.13958	 9.05386	27.93345	 9.84779	 0.80824	 2.66812	207.85877	-1355.855443	-2864520.655622	152809.768954
329	10.32594	 4.92137	 9.06901	28.89685	 9.86427	 0.80960	 2.64513	209.51003	-1355.468015	-2864484.521431	153548.491783
330	10.34578	 5.19264	 9.08644	28.95239	 9.88323	 0.81115	 2.65021	214.41675	-1355.641372	-2864521.967048	153239.222196
331	10.04600	 4.97896	 9.10123	29.53452	 9.89931	 0.81247	 2.65453	217.38180	-1355.652204	-2864512.216245	153207.808825
332	 9.74323	 4.93891	 9.10123	29.53452	 9.89931	 0.81247	 2.65453	222.28931	-1355.448474	-2864436.553960	153539.605608
333	 9.71872	 4.92649	 9.07834	28.65387	 9.87442	 0.81043	 2.66115	222.84975	-1355.426730	-2864480.764083	153627.304935
334	 9.73010	 4.93226	 9.08897	28.68741	 9.88598	 0.81138	 2.66426	229.73405	-1355.065577	-2864352.839809	154221.685425
335	 9.73010	 4.93226	 9.08897	28.10946	 9.88598	 0.81138	 2.66426	235.42901	-1355.113830	-2864363.748315	154136.088545
336	 9.45562	 4.95042	 9.12244	28.21298	 9.92238	 0.81437	 2.64247	234.56521	-1354.899130	-2864376.061756	154577.801658
337	 9.09473	 4.96510	 9.14948	28.29662	 9.95180	 0.81678	 2.65030	239.89717	-1355.168824	-2864344.147399	154006.498675
338	 8.84365	 4.95498	 9.13085	28.23897	 9.93152	 0.81512	 2.62950	244.17037	-1354.869215	-2864348.394326	154609.963561
339	 9.18748	 4.86126	 9.14199	28.27345	 9.94365	 0.81611	 2.67913	243.87259	-1355.117486	-2864376.276521	154141.303938
340	 9.47795	 4.72256	 9.35609	27.29255	 9.89405	 0.81204	 2.66577	245.09506	-1355.030554	-2864378.960210	154317.851623
341	 9.02037	 4.71153	 9.33424	27.22880	 9.87094	 0.81014	 2.65954	249.89166	-1355.046203	-2864401.726638	154309.320569
342	 9.44606	 4.72723	 9.36535	27.31954	 9.90384	 0.81284	 2.68557	245.39058	-1355.007128	-2864470.205943	154455.950062
343	 9.55735	 4.88117	 9.38142	27.36642	 9.92083	 0.81424	 2.69018	244.97026	-1354.900973	-2864397.129353	154595.183754
344	 9.50286	 4.85334	 9.32793	27.21040	 9.86427	 0.80960	 2.67485	245.66023	-1354.894609	-2864476.677652	154687.460568
345	 9.50286	 5.00915	 9.32793	26.12807	 9.86427	 0.80960	 2.64613	252.89090	-1354.583285	-2864366.276125	155199.705221
346	 9.50286	 5.00915	 9.11797	26.12807	 9.86427	 0.80960	 2.64613	257.75058	-1354.707743	-2864283.468735	154867.983045
347	 9.52661	 5.02167	 9.14076	26.19338	 9.88893	 0.81162	 2.61753	262.80252	-1354.885491	-2864389.010087	154618.027680
348	 9.55505	 5.03666	 9.16805	26.27156	 9.91845	 0.81404	 2.65721	269.07154	-1354.995793	-2864431.355611	154439.770518
349	 9.27674	 5.05604	 9.20333	26.37265	 9.95661	 0.81718	 2.66744	268.04011	-1354.610294	-2864416.293358	155195.706075
350	 9.28223	 5.18421	 9.20877	26.38826	 9.96251	 0.81766	 2.66901	272.20561	-1354.385968	-2864453.836749	155681.900505
351	 9.28223	 5.18421	 8.99328	26.38826	 9.96251	 0.81766	 2.66901	277.59123	-1354.362155	-2864418.598028	155694.287036
352	 9.32931	 5.49720	 9.03889	26.52209	10.01303	 0.82181	 2.68255	276.19054	-1354.653707	-2864557.576899	155250.163188
353	 9.59026	 5.47892	 9.00883	26.43390	 9.97974	 0.81907	 2.67363	272.70417	-1354.506229	-2864437.482375	155425.023493
354	 9.57065	 5.46771	 9.22171	26.37982	 9.95932	 0.81740	 2.66816	278.67147	-1354.464836	-2864464.892228	155535.219567
355	 9.92156	 5.44604	 9.18515	26.27526	 9.91984	 0.81416	 2.65759	284.29664	-1354.321468	-2864419.419200	155776.484105
356	 9.94297	 5.45779	 9.20497	25.43884	 9.94125	 0.81592	 2.66332	286.46314	-1354.403448	-2864417.984729	155611.088284
357	 9.98471	 5.48070	 9.05722	25.17852	 9.98298	 0.81934	 2.67450	278.00203	-1354.244308	-2864314.010216	155825.393437
358	 9.59349	 5.46284	 9.02771	25.33519	 9.65198	 0.81667	 2.66579	284.94207	-1354.242288	-2864370.235458	155885.658497
359	 9.62745	 5.48218	 9.05967	25.42487	 9.68615	 0.81956	 2.67522	289.97797	-1354.159397	-2864424.088569	156105.293685
360	 9.65806	 5.49961	 9.34512	25.50572	 9.71695	 0.82217	 2.68373	292.19508	-1354.209607	-2864430.437379	156011.223044
361	 9.25366	 5.50934	 9.36166	25.55084	 9.73414	 0.82362	 2.68848	291.67907	-1354.214996	-2864362.741202	155932.749732
362	 9.24021	 5.50134	 9.34805	24.66089	 9.72000	 0.82243	 2.68457	300.72525	-1354.122151	-2864422.746696	156178.443990
363	 9.24021	 5.28108	 9.34805	24.66089	 9.72000	 0.82243	 2.70951	304.30496	-1353.999925	-2864474.376646	156474.526387
364	 8.86843	 5.29376	 9.37049	24.72007	 9.74332	 0.82440	 2.71601	303.57647	-1353.811082	-2864463.389793	156841.225850
365	 8.89967	 5.49466	 9.40350	24.80716	 9.77765	 0.82730	 2.70380	309.94880	-1354.049467	-2864444.614036	156345.680827
366	 9.43141	 5.66307	 9.37077	24.08920	 9.74362	 0.82442	 2.73487	317.01069	-1353.936450	-2864381.909157	156509.008451
367	 9.40727	 5.64857	 9.34678	24.02752	 9.71867	 0.82231	 2.71501	321.72728	-1353.794522	-2864348.213571	156759.169467
368	 9.95578	 5.66314	 9.37089	24.08951	 9.74374	 0.82443	 2.72202	322.96310	-1353.770700	-2864374.059312	156832.659995
369	 9.70780	 5.49356	 9.39571	24.15330	 9.76955	 0.82662	 2.72111	327.21631	-1353.649207	-2864451.243382	157152.828706
370	 9.67614	 5.71107	 9.36507	23.61118	 9.73769	 0.82392	 2.73009	334.70703	-1353.653909	-2864383.640510	157075.823361
371	10.15873	 5.50982	 9.41007	24.68610	 9.78448	 0.82788	 2.75887	329.79453	-1353.667362	-2864464.384069	157129.659536
372	10.18917	 5.52633	 9.43827	24.76008	 9.81381	 0.83036	 2.73958	328.80907	-1353.716572	-2864472.202572	157039.059338
373	10.20630	 5.34310	 9.45414	24.80171	 9.83030	 0.83176	 2.75414	328.25722	-1353.724997	-2864503.576587	157053.583159
374	 9.68480	 5.36371	 9.49060	24.89735	 9.86821	 0.83497	 2.74307	326.99624	-1353.916125	-2864505.743458	156673.493300
375	 9.72604	 5.38655	 9.53102	25.00337	 9.91024	 0.83852	 2.75475	331.28979	-1353.827390	-2864421.754584	156766.974523
376	10.08216	 5.23376	 9.49563	25.80801	 9.87344	 0.83541	 2.76601	333.07639	-1353.610448	-2864488.172556	157267.276576
