Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
156	 1.16151	 2.38707	 1.26951	 7.38780	 1.21513	 2.94866	 4.71357	 0.08591	 0.09766	 0.89284	-1348.369209952	-1401770.391828764	53401.181876755
157	 1.23796	 2.25536	 1.22693	 7.01779	 1.16846	 2.88174	 4.90365	 0.08629	 0.09809	 0.89679	-1348.413246051	-1401716.554296174	53303.308245239
158	 1.31025	 2.20060	 1.25505	 6.71701	 1.21060	 2.77924	 4.89310	 0.08611	 0.09788	 0.89486	-1348.535673366	-1401715.212521725	53179.539155979
159	 1.36482	 2.25080	 1.31561	 6.57554	 1.19305	 2.78865	 4.90968	 0.08640	 0.09821	 0.89789	-1348.309170076	-1401680.641855502	53371.471779594
160	 1.37020	 2.30649	 1.37197	 6.60146	 1.14319	 2.74302	 4.92903	 0.08674	 0.09860	 0.89572	-1348.363543082	-1401686.043966948	53322.500884939
161	 1.41796	 2.20210	 1.41763	 6.48880	 1.14010	 2.73559	 4.69747	 0.08651	 0.09833	 0.89330	-1348.276255391	-1401741.905175834	53465.649785136
162	 1.38271	 2.34719	 1.46501	 6.51749	 1.13124	 2.74769	 4.71824	 0.08689	 0.09877	 0.87967	-1348.111466192	-1401747.794570674	53636.328379077
163	 1.34492	 2.24668	 1.50751	 6.20355	 1.14797	 2.74100	 4.70676	 0.08668	 0.09853	 0.87753	-1348.334926083	-1401739.439011120	53404.512928490
164	 1.30880	 2.29494	 1.53598	 6.37230	 1.12712	 2.74370	 4.86715	 0.08676	 0.09862	 0.87840	-1348.156606883	-1401743.356433425	53586.749549990
165	 1.38096	 2.17768	 1.46879	 6.16930	 1.09090	 2.87857	 4.85400	 0.08653	 0.09836	 0.87602	-1348.411042580	-1401738.704281338	53327.661701360
166	 1.30760	 2.07426	 1.46419	 6.03493	 1.13345	 2.86955	 4.83879	 0.08626	 0.09805	 0.87328	-1348.413925449	-1401712.157449399	53298.232000128
167	 1.25674	 2.17709	 1.52411	 5.85913	 1.13189	 2.86562	 4.83216	 0.08614	 0.09791	 0.85143	-1348.336378511	-1401757.475674898	53421.097163740
168	 1.25498	 2.07252	 1.52197	 5.85092	 1.08765	 2.86160	 5.00174	 0.08602	 0.09778	 0.85024	-1348.451320254	-1401785.020349087	53333.700095369
169	 1.22293	 2.06378	 1.59135	 5.62969	 1.08306	 2.84953	 4.98064	 0.08566	 0.09736	 0.84665	-1348.465463781	-1401780.209733702	53314.745952837
170	 1.16336	 2.05823	 1.54234	 5.61457	 1.12506	 2.84187	 4.96726	 0.08543	 0.09710	 0.84438	-1348.369067979	-1401782.123633018	53413.055653981
171	 1.18867	 2.06095	 1.58116	 5.62199	 1.15395	 2.84563	 4.97383	 0.08554	 0.09723	 0.84550	-1348.384896084	-1401740.913564047	53356.017479615
172	 1.23582	 2.15094	 1.50136	 6.00805	 1.11584	 2.95718	 4.99391	 0.08588	 0.09762	 0.84891	-1348.589946195	-1401744.826806599	53154.880611410
173	 1.25356	 2.06384	 1.42339	 5.72537	 1.13282	 2.95000	 4.98178	 0.08567	 0.09739	 0.84685	-1348.686895256	-1401723.320623437	53036.425366967
174	 1.21674	 2.11325	 1.37182	 5.71214	 1.17744	 2.94318	 4.97027	 0.08548	 0.09716	 0.84489	-1348.568139595	-1401785.272799253	53217.133204187
175	 1.15114	 2.01520	 1.36693	 5.85887	 1.17324	 3.03370	 4.95257	 0.08517	 0.09681	 0.84188	-1348.612623955	-1401754.297120679	53141.673165783
176	 1.21920	 2.07276	 1.37169	 5.49678	 1.17733	 3.04425	 4.96980	 0.08547	 0.09715	 0.84481	-1348.760529221	-1401754.838882511	52994.309661441
177	 1.29251	 2.01827	 1.41938	 5.43938	 1.18286	 3.05856	 4.99315	 0.08587	 0.09761	 0.84878	-1348.703138898	-1401745.024111305	53041.885213742
178	 1.24527	 1.92255	 1.47546	 5.68731	 1.21314	 2.94976	 5.00919	 0.08615	 0.09792	 0.83028	-1348.595263210	-1401751.033790666	53155.770580236
179	 1.20671	 1.86128	 1.52936	 5.85750	 1.21731	 3.09273	 5.02641	 0.08644	 0.09826	 0.83313	-1348.792115085	-1401781.519084180	52989.403999115
180	 1.20300	 1.82028	 1.52466	 5.64364	 1.23286	 3.08323	 5.01096	 0.08618	 0.09796	 0.83057	-1348.827384541	-1401745.235468707	52917.850928017
181	 1.17790	 1.76016	 1.58019	 5.86566	 1.28432	 3.09122	 5.02396	 0.08640	 0.09821	 0.83272	-1348.809009785	-1401745.908924478	52936.899139367
182	 1.24503	 1.68652	 1.63711	 6.15656	 1.21651	 3.09651	 5.03256	 0.08655	 0.09838	 0.83415	-1348.746340305	-1401756.825949477	53010.485644073
183	 1.24186	 1.75369	 1.66899	 6.14090	 1.25811	 3.08864	 4.88306	 0.08633	 0.09813	 0.83203	-1348.836455246	-1401776.366469642	52939.911223521
184	 1.17634	 1.75218	 1.62203	 6.17352	 1.21428	 3.08598	 5.03176	 0.08625	 0.09804	 0.83131	-1348.793500631	-1401727.463132281	52933.962501301
185	 1.13044	 1.84286	 1.62658	 6.19083	 1.18000	 3.09463	 4.84147	 0.08650	 0.09832	 0.83364	-1348.740867035	-1401727.115550679	52986.248515836
186	 1.21154	 1.78687	 1.60160	 6.21187	 1.15714	 3.10515	 4.85792	 0.08679	 0.09865	 0.83648	-1348.776867566	-1401676.419388566	52899.551822886
187	 1.16469	 1.82725	 1.65300	 6.48629	 1.13674	 3.09951	 4.84909	 0.08663	 0.09847	 0.83496	-1348.559517989	-1401631.057363659	53071.539374202
188	 1.19496	 1.90665	 1.77887	 6.64440	 1.10871	 3.10580	 4.85893	 0.08681	 0.09867	 0.83665	-1348.889850954	-1401688.373967078	52798.523012748
189	 1.23441	 1.81730	 1.73612	 6.62702	 1.05760	 3.09767	 4.84623	 0.08658	 0.09842	 0.83446	-1348.865803650	-1401720.000191427	52854.196541631
190	 1.22591	 1.82479	 1.69572	 6.81653	 1.00640	 3.11045	 4.86621	 0.08694	 0.09882	 0.83790	-1348.737822633	-1401703.726630566	52965.903997100
191	 1.16361	 1.77826	 1.70010	 7.00452	 1.04845	 3.03398	 4.87879	 0.08716	 0.09908	 0.84007	-1348.757243662	-1401741.961152430	52984.717490357
192	 1.13891	 1.69439	 1.61408	 7.31960	 1.08060	 3.02356	 4.86203	 0.08686	 0.09874	 0.83718	-1348.740129513	-1401805.714025716	53065.584512346
193	 1.09510	 1.65256	 1.67633	 7.05763	 1.11839	 2.86226	 4.85138	 0.08667	 0.09852	 0.81028	-1348.383033386	-1401747.628593011	53364.595206548
194	 1.09244	 1.72045	 1.74810	 7.28534	 1.17260	 2.85531	 4.85187	 0.08646	 0.09828	 0.80831	-1348.392076707	-1401748.411889828	53356.335182555
195	 1.12486	 1.63091	 1.67109	 7.10359	 1.13449	 2.86470	 4.67039	 0.08675	 0.09860	 0.81097	-1348.441552125	-1401733.250613994	53291.698488508
196	 1.17582	 1.56493	 1.74961	 7.14367	 1.19953	 2.95896	 4.69674	 0.08724	 0.09916	 0.81554	-1348.439738653	-1401761.064367268	53321.325714420
197	 1.12762	 1.65645	 1.84896	 7.52169	 1.23480	 2.95209	 4.93953	 0.08703	 0.09893	 0.81365	-1348.505974521	-1401760.513534544	53254.539013259
198	 1.19149	 1.66104	 1.85211	 7.88912	 1.26078	 2.96028	 4.95323	 0.08727	 0.09920	 0.81591	-1348.733534815	-1401778.613079507	53045.078264357
199	 1.18758	 1.71123	 1.80446	 7.86320	 1.33256	 2.95055	 4.93695	 0.08699	 0.09888	 0.82478	-1348.807592877	-1401733.962833948	52926.369957310
200	 1.14073	 1.79258	 1.87134	 7.57049	 1.31121	 2.95851	 4.78695	 0.08722	 0.09915	 0.82700	-1348.589189878	-1401739.521148139	53150.331270082
201	 1.18492	 1.84296	 1.81799	 7.23731	 1.33851	 2.95343	 4.98243	 0.08707	 0.09898	 0.82558	-1348.642800005	-1401723.619606675	53080.819602055
202	 1.18606	 1.93147	 1.92738	 6.87703	 1.33980	 3.07940	 4.98722	 0.08716	 0.09907	 0.82637	-1348.767200204	-1401792.077469450	53024.877265553
203	 1.23230	 1.83910	 1.88558	 6.64256	 1.28228	 2.96616	 4.97089	 0.08687	 0.09875	 0.82367	-1348.828896972	-1401798.020524307	52969.123552750
204	 1.17772	 1.79889	 1.79172	 6.68558	 1.24009	 2.95743	 4.74027	 0.08662	 0.09846	 0.82124	-1348.578520274	-1401737.405996892	53158.885722543
205	 1.17772	 1.85458	 1.84980	 6.85477	 1.19339	 2.95743	 4.76010	 0.08662	 0.09846	 0.82124	-1348.548870483	-1401725.971667062	53177.101183567
206	 1.12808	 1.91172	 1.91566	 6.59463	 1.24687	 3.07386	 4.75191	 0.08647	 0.09829	 0.81983	-1348.563235491	-1401730.806239272	53167.570748238
207	 1.06416	 1.94881	 1.92171	 6.61546	 1.30069	 3.08357	 4.72339	 0.08674	 0.09860	 0.82242	-1348.817122045	-1401804.317401204	52987.195356124
208	 1.09251	 2.02569	 1.97094	 6.43606	 1.27834	 3.07543	 4.91059	 0.08651	 0.09834	 0.82025	-1348.759234014	-1401784.617542866	53025.383529259
209	 1.11849	 1.92509	 1.96561	 6.41864	 1.30553	 3.06711	 4.89730	 0.08628	 0.09807	 0.81803	-1348.789620064	-1401780.483668211	52990.863603878
210	 1.16674	 2.01616	 2.06296	 6.24341	 1.35486	 3.06126	 4.88796	 0.08611	 0.09788	 0.81647	-1348.711136528	-1401770.373603840	53059.237075738
211	 1.24311	 2.10829	 2.15380	 6.01838	 1.35264	 3.05625	 4.87997	 0.08597	 0.09772	 0.81513	-1348.756164114	-1401738.380946944	52982.216832747
212	 1.17655	 2.01792	 2.21565	 6.31890	 1.31351	 3.17132	 4.86419	 0.08569	 0.09741	 0.81250	-1348.869474010	-1401753.110976075	52883.636966127
213	 1.14202	 1.96335	 2.22255	 6.33858	 1.37098	 3.18119	 5.02924	 0.08596	 0.09771	 0.81503	-1348.926613186	-1401755.353197285	52828.740011412
214	 1.11774	 1.85602	 2.14464	 6.08335	 1.45889	 3.18859	 5.04093	 0.08616	 0.09794	 0.81692	-1349.024192031	-1401753.614464828	52729.422433877
215	 1.07663	 1.76494	 2.06741	 6.11393	 1.52675	 3.17855	 5.02506	 0.08589	 0.09763	 0.81435	-1348.997275371	-1401757.320866800	52760.045495880
216	 1.03018	 1.77019	 2.15534	 5.99101	 1.58248	 3.22621	 4.91406	 0.08614	 0.09792	 0.81677	-1348.934038540	-1401712.424166014	52778.385625667
217	 1.07039	 1.70757	 2.16185	 5.86736	 1.65500	 3.23596	 4.92892	 0.08640	 0.09822	 0.81924	-1349.064059701	-1401705.982604557	52641.922903149
218	 1.12974	 1.62324	 2.09468	 6.11763	 1.69764	 3.22865	 4.91778	 0.08621	 0.09799	 0.81739	-1349.003138729	-1401746.087124209	52742.948395298
219	 1.17696	 1.58621	 2.10018	 6.13370	 1.58678	 3.16084	 4.93070	 0.08644	 0.09825	 0.81954	-1349.053453100	-1401753.008715221	52699.555615474
220	 1.19634	 1.62876	 2.15264	 6.22161	 1.55696	 3.24057	 4.92310	 0.08630	 0.09810	 0.81827	-1349.057809711	-1401749.548766769	52691.739055854
221	 1.25989	 1.55934	 2.27024	 6.08763	 1.60724	 3.24908	 4.93603	 0.08059	 0.09836	 0.82042	-1349.082692636	-1401759.218570059	52676.525934185
222	 1.22656	 1.49217	 2.34310	 6.55437	 1.59879	 3.11399	 4.94609	 0.08075	 0.09856	 0.82210	-1348.841561590	-1401725.609866852	52884.048277320
223	 1.28016	 1.53757	 2.34630	 6.81885	 1.53941	 3.11825	 4.95286	 0.08086	 0.09869	 0.82322	-1348.835921531	-1401751.755921473	52915.834390458
224	 1.28312	 1.50808	 2.27654	 6.83460	 1.45448	 3.27849	 4.96430	 0.08431	 0.09892	 0.83967	-1349.106422887	-1401792.309711613	52685.886824589
225	 1.32589	 1.50133	 2.27038	 7.18396	 1.48275	 3.11396	 4.90351	 0.08393	 0.09848	 0.83591	-1348.880146434	-1401767.808427386	52887.661993256
226	 1.40038	 1.51859	 2.21350	 6.89751	 1.48755	 3.10357	 4.88714	 0.08365	 0.09815	 0.84812	-1348.943688652	-1401762.645365995	52818.956713781
227	 1.47664	 1.51270	 2.20492	 6.87078	 1.39923	 3.09154	 4.73251	 0.08333	 0.09777	 0.84484	-1348.691113861	-1401750.689409282	53059.575548136
228	 1.42152	 1.60383	 2.10353	 6.62777	 1.39469	 3.08151	 4.60442	 0.08428	 0.09745	 0.80834	-1348.478313607	-1401775.588401865	53297.274794518
229	 1.46822	 1.54061	 2.00530	 6.90950	 1.35931	 3.06876	 4.79154	 0.08393	 0.09705	 0.80499	-1348.683123967	-1401695.481588908	53012.357622217
230	 1.41665	 1.53865	 2.00275	 6.41085	 1.39698	 3.06486	 4.78545	 0.07816	 0.09012	 0.80397	-1348.782407223	-1401747.933892090	52965.526668890
231	 1.42884	 1.47053	 1.99608	 6.58716	 1.32705	 3.05466	 4.76952	 0.07790	 0.08982	 0.80129	-1348.652112245	-1401715.142778388	53063.030533422
232	 1.42394	 1.50524	 2.08280	 6.37197	 1.34890	 3.04418	 4.75315	 0.07764	 0.08951	 0.79854	-1348.746136032	-1401737.668591857	52991.532560249
233	 1.31323	 1.43338	 2.12772	 6.35283	 1.40143	 3.10712	 4.87773	 0.07740	 0.08925	 0.79614	-1348.868668380	-1401739.289463326	52870.621082897
234	 1.31580	 1.50321	 2.01710	 6.77824	 1.46038	 3.11319	 4.88726	 0.07755	 0.08942	 0.79770	-1348.874472880	-1401735.171887605	52860.699007908
235	 1.31286	 1.56632	 2.04592	 6.63609	 1.53916	 3.10624	 4.87636	 0.07738	 0.08922	 0.79592	-1348.829254913	-1401723.780675808	52894.525762868
236	 1.29299	 1.50585	 1.95128	 6.66033	 1.58526	 3.11759	 4.89417	 0.07766	 0.08955	 0.79883	-1349.027640275	-1401733.906014585	52706.265740047
237	 1.28912	 1.58375	 1.94543	 6.90399	 1.51067	 3.10824	 5.06539	 0.07743	 0.08928	 0.79643	-1348.918066097	-1401748.971952921	52830.905856374
238	 1.23716	 1.62978	 1.95130	 7.29717	 1.57389	 3.00302	 5.08065	 0.07766	 0.08955	 0.79883	-1348.837250836	-1401765.523691398	52928.272855431
239	 1.24110	 1.59621	 2.05490	 7.65095	 1.51194	 2.89668	 5.09684	 0.07791	 0.08983	 0.80138	-1348.894793895	-1401806.754011246	52911.960115921
240	 1.21119	 1.66068	 2.05255	 7.30312	 1.54148	 2.90883	 5.11823	 0.07824	 0.09021	 0.80474	-1348.744371609	-1401722.542359875	52978.170751135
241	 1.25093	 1.63857	 2.14520	 7.00394	 1.44793	 3.04724	 5.11057	 0.07812	 0.09007	 0.80353	-1348.837468418	-1401687.305426248	52849.837007806
242	 1.19977	 1.71798	 2.07773	 6.67321	 1.49091	 3.03652	 4.97281	 0.07785	 0.08976	 0.80071	-1348.880894699	-1401687.099626856	52806.204927717
243	 1.15940	 1.65610	 2.01711	 6.39172	 1.48663	 3.02780	 4.95853	 0.07762	 0.08950	 0.79841	-1348.767090701	-1401758.562405900	52991.471705270
244	 1.14221	 1.60099	 1.97865	 6.38328	 1.55440	 3.02380	 4.76175	 0.07752	 0.09142	 0.79735	-1348.736585278	-1401703.832303460	52967.247025731
245	 1.11637	 1.64674	 2.09307	 6.69118	 1.61576	 2.92749	 4.78121	 0.07784	 0.09179	 0.80061	-1348.487499342	-1401645.943380792	53158.444038504
246	 1.12195	 1.65497	 2.18147	 6.72459	 1.65837	 2.94211	 5.00065	 0.07823	 0.09225	 0.80461	-1348.629766702	-1401740.276318961	53110.509617445
247	 1.19498	 1.75803	 2.07573	 6.69239	 1.73470	 3.03621	 4.88041	 0.07785	 0.09548	 0.80845	-1348.838707623	-1401750.961554688	52912.253931313
248	 1.24572	 1.73046	 1.98525	 6.74077	 1.72083	 3.02591	 4.86386	 0.07714	 0.09516	 0.80570	-1348.782881795	-1401800.952097617	53018.070303002
249	 1.24876	 1.79035	 2.07980	 6.52452	 1.77494	 3.03329	 5.06028	 0.07733	 0.09539	 0.80767	-1348.852639006	-1401763.267125925	52910.628119726
250	 1.32370	 1.79773	 2.02777	 6.86300	 1.70223	 3.04579	 5.21180	 0.07765	 0.09579	 0.81100	-1348.978738854	-1401773.269936610	52794.531083057
251	 1.28624	 1.75800	 1.93971	 7.05903	 1.78233	 3.11704	 5.10509	 0.07789	 0.09609	 0.81353	-1349.021626466	-1401752.197486916	52730.571020765
252	 1.31529	 1.66609	 1.98389	 7.29141	 1.84754	 3.00875	 5.09357	 0.07772	 0.09587	 0.81169	-1349.034126398	-1401747.311242062	52713.184843696
253	 1.38220	 1.71720	 1.91231	 7.17478	 1.77416	 2.92897	 4.96413	 0.07802	 0.09624	 0.81487	-1348.839801694	-1401737.826118309	52898.024424073
254	 1.44285	 1.77302	 1.84584	 7.15496	 1.83219	 2.92088	 4.86241	 0.07781	 0.09598	 0.81262	-1348.585902502	-1401747.960153108	53162.057651032
255	 1.35947	 1.66894	 1.90901	 6.98986	 1.75113	 2.92088	 4.86241	 0.07781	 0.09598	 0.81262	-1348.661928666	-1401694.737824464	53032.809158901
256	 1.28323	 1.75811	 1.91468	 7.25162	 1.72228	 2.84867	 4.87687	 0.07456	 0.09626	 0.81504	-1348.730726781	-1401731.486176010	53000.759394770
257	 1.22433	 1.85047	 1.83529	 7.10194	 1.63758	 2.86093	 4.89785	 0.07488	 0.09668	 0.81855	-1348.644577007	-1401724.153568446	53079.576561901
258	 1.31361	 1.90637	 1.91026	 7.12535	 1.69855	 2.87036	 4.91400	 0.07513	 0.09700	 0.82124	-1348.689555738	-1401772.872478351	53083.316740131
259	 1.27058	 1.91393	 2.01157	 7.36380	 1.77905	 2.88175	 4.93349	 0.07542	 0.09738	 0.84521	-1348.784622344	-1401765.206321112	52980.583977163
260	 1.20932	 1.90828	 2.15075	 7.15473	 1.81592	 2.87324	 4.91893	 0.07520	 0.09709	 0.84272	-1348.548291131	-1401739.274826681	53190.983695690
261	 1.18316	 1.98898	 2.25875	 7.09670	 1.71618	 2.78655	 4.70736	 0.06595	 0.09694	 0.84135	-1348.463456548	-1401742.631038382	53279.174490278
262	 1.14063	 1.95508	 2.34555	 6.90873	 1.71017	 2.77678	 4.69086	 0.06572	 0.09660	 0.83840	-1348.485753250	-1401768.377170675	53282.623920371
263	 1.09228	 1.88856	 2.35409	 6.50789	 1.78883	 2.78689	 4.70793	 0.06596	 0.10477	 0.84145	-1348.567468443	-1401735.862337691	53168.393894941
264	 1.12747	 1.87155	 2.44889	 6.87526	 1.88210	 2.85454	 4.84503	 0.06619	 0.10515	 0.84445	-1348.411398631	-1401685.048958719	53273.650328051
265	 1.09007	 1.80327	 2.46740	 7.17607	 1.77830	 2.84399	 4.82713	 0.06595	 0.10476	 0.84133	-1348.559210111	-1401729.270634644	53170.060523960
266	 1.14919	 1.80691	 2.54394	 7.29005	 1.78189	 2.84973	 4.83687	 0.06608	 0.10497	 0.83143	-1348.430373914	-1401732.712982985	53302.339068991
267	 1.26153	 1.76672	 2.45954	 7.58930	 1.84093	 2.85806	 4.85100	 0.06627	 0.09593	 0.85208	-1348.765050462	-1401737.626315377	52972.575853547
268	 1.25763	 1.71427	 2.55951	 7.84526	 1.90065	 2.84923	 4.83601	 0.06607	 0.09563	 0.84944	-1348.591973900	-1401712.245151553	53120.271251324
269	 1.26090	 1.76585	 2.66162	 8.11721	 1.83346	 2.95770	 4.84859	 0.06624	 0.09588	 0.85165	-1348.694063958	-1401753.468346154	53059.404387967
270	 1.31252	 1.72086	 2.65970	 8.32038	 1.80240	 2.95556	 5.00053	 0.06619	 0.09581	 0.85104	-1348.934431282	-1401768.718173087	52834.286891577
271	 1.35858	 1.62181	 2.55054	 8.63226	 1.79640	 2.94571	 4.98387	 0.06597	 0.09549	 0.84820	-1348.851117033	-1401742.745730089	52891.628696860
272	 1.31731	 1.68560	 2.67399	 8.84296	 1.72727	 2.95428	 4.85454	 0.06616	 0.09577	 0.83269	-1348.663925391	-1401751.133745419	53087.208354292
273	 1.26604	 1.74731	 2.75164	 8.41816	 1.76242	 2.94693	 4.84246	 0.06600	 0.09114	 0.83062	-1348.638695932	-1401767.281270867	53128.585338867
274	 1.21388	 1.76439	 2.85883	 8.06441	 1.69208	 2.81954	 4.82412	 0.06575	 0.09079	 0.82747	-1348.544471126	-1401790.133498043	53245.662372226
275	 1.25710	 1.69619	 2.73550	 8.51800	 1.72510	 2.89467	 4.83640	 0.06592	 0.09102	 0.82958	-1348.539977135	-1401765.372006885	53225.394871535
276	 1.29259	 1.76719	 2.60973	 8.20350	 1.81666	 2.90520	 4.85400	 0.06616	 0.09136	 0.83260	-1348.703737439	-1401765.580772731	53061.843333732
277	 1.25511	 1.82632	 2.66350	 8.21924	 1.88627	 2.89945	 5.07817	 0.06603	 0.09117	 0.84006	-1348.775769109	-1401759.868662491	52984.099553897
278	 1.19174	 1.89213	 2.52556	 8.67819	 1.85741	 2.89945	 5.07817	 0.06603	 0.09117	 0.84006	-1348.801818913	-1401713.118453835	52911.299540378
279	 1.18778	 1.86061	 2.39871	 8.64935	 1.90718	 2.88982	 5.06129	 0.06196	 0.09087	 0.83726	-1348.654342850	-1401672.115777042	53017.772926837
280	 1.23818	 1.93658	 2.27743	 8.98413	 1.79709	 2.88740	 4.95980	 0.06191	 0.09080	 0.83656	-1348.660088629	-1401753.186596855	53093.097968036
281	 1.19389	 2.00147	 2.35120	 8.65091	 1.83550	 2.89892	 5.04652	 0.06216	 0.09116	 0.83990	-1348.690309322	-1401767.465530232	53077.156208203
282	 1.15388	 1.91670	 2.27522	 8.97425	 1.83867	 2.99593	 4.78169	 0.06227	 0.09132	 0.84135	-1348.874444341	-1401728.968532925	52854.524191947
283	 1.15797	 1.85800	 2.34336	 8.60683	 1.90191	 3.00656	 4.79865	 0.06249	 0.09460	 0.84434	-1348.740616210	-1401765.554907416	53024.938697547
284	 1.17133	 1.95713	 2.33508	 8.76647	 1.89519	 2.91180	 4.78169	 0.06227	 0.09427	 0.84135	-1348.535182959	-1401755.451070356	53220.268111315
285	 1.15155	 1.83739	 2.44466	 8.76496	 1.90192	 2.92214	 4.79868	 0.06249	 0.09460	 0.84434	-1348.613868923	-1401716.978533030	53103.109610487
286	 1.12290	 1.91297	 2.41924	 8.73781	 1.89603	 2.86532	 4.78382	 0.06229	 0.09431	 0.82258	-1348.523379829	-1401705.536136433	53182.156307237
287	 1.17912	 1.92074	 2.56151	 8.96392	 1.90374	 2.87697	 4.80326	 0.06255	 0.09469	 0.82592	-1348.584375597	-1401766.271783822	53181.896186764
288	 1.12723	 1.80948	 2.55106	 9.15396	 1.92819	 2.86523	 4.78366	 0.06229	 0.09431	 0.82255	-1348.550765699	-1401784.196191319	53233.430492089
289	 1.18618	 1.93684	 2.60891	 8.79621	 1.82775	 2.96107	 4.80224	 0.06253	 0.09467	 0.82575	-1348.632465769	-1401725.946591213	53093.480822462
290	 1.14177	 2.03259	 2.74151	 8.49994	 1.73771	 2.94974	 4.78387	 0.06229	 0.09431	 0.82259	-1348.688053567	-1401744.392734545	53056.339167748
291	 1.14273	 2.12075	 2.74383	 8.50711	 1.71357	 2.95223	 4.78790	 0.06235	 0.09439	 0.82328	-1348.601597062	-1401725.850043314	53124.252981084
292	 1.17582	 2.16917	 2.63142	 8.35143	 1.78073	 2.87897	 4.77355	 0.06216	 0.09411	 0.82081	-1348.612126083	-1401722.342716237	53110.216633226
293	 1.17380	 2.27836	 2.78067	 8.56218	 1.86195	 2.87403	 4.76534	 0.06205	 0.09394	 0.81940	-1348.549580620	-1401725.828219714	53176.247599252
294	 1.24660	 2.28698	 2.81792	 8.69052	 1.82265	 2.88489	 4.78336	 0.06229	 0.09430	 0.82250	-1348.727531027	-1401780.547811114	53053.016784180
295	 1.26317	 2.35865	 2.68700	 8.87706	 1.75021	 2.73568	 4.76521	 0.06205	 0.09394	 0.81938	-1348.585858473	-1401741.175532045	53155.317058980
296	 1.30967	 2.40361	 2.56655	 8.66051	 1.74516	 2.66746	 4.75146	 0.06187	 0.09367	 0.81702	-1348.457900603	-1401766.996831644	53309.096228905
297	 1.32948	 2.55594	 2.50249	 8.42137	 1.82662	 2.66347	 4.74435	 0.06032	 0.09353	 0.81579	-1348.471198989	-1401824.937832753	53353.738844193
298	 1.30173	 2.65469	 2.61433	 8.45455	 1.89074	 2.79524	 4.76304	 0.06055	 0.09390	 0.85597	-1348.633587184	-1401727.655863752	53094.068679991
299	 1.33824	 2.69152	 2.49039	 8.73835	 1.97240	 2.71200	 4.75479	 0.06045	 0.09374	 0.83500	-1348.336386232	-1401738.684694168	53402.298462065
300	 1.29387	 2.85277	 2.49783	 8.76445	 1.90971	 2.63197	 4.95182	 0.06063	 0.09117	 0.83749	-1348.522603694	-1401747.801614816	53225.197920579
301	 1.25043	 2.69938	 2.41938	 8.74285	 1.96417	 2.62548	 5.13667	 0.06048	 0.09095	 0.83543	-1348.495741502	-1401733.165118087	53237.423616098
302	 1.30869	 2.86695	 2.32267	 9.13999	 1.96871	 2.63154	 5.14853	 0.06607	 0.09116	 0.83736	-1348.607764837	-1401763.512079437	53155.747242606
303	 1.25791	 2.72909	 2.40886	 9.17207	 2.06479	 2.64078	 5.16660	 0.06631	 0.09147	 0.81389	-1348.279209823	-1401764.433615573	53485.223792584
304	 1.25421	 2.59414	 2.45612	 9.61247	 1.97371	 2.63301	 4.91389	 0.06611	 0.09121	 0.82658	-1348.441347611	-1401690.622644007	53249.275032945
305	 1.21374	 2.73691	 2.32437	 9.56743	 2.04166	 2.62068	 4.89086	 0.06580	 0.09078	 0.82271	-1348.280107829	-1401681.189889592	53401.082060116
306	 1.16395	 2.76547	 2.26221	 9.54204	 2.13515	 2.61372	 4.73034	 0.06563	 0.09054	 0.82053	-1348.310802678	-1401714.688888683	53403.886210750
307	 1.12638	 2.66739	 2.16122	 9.50178	 2.08045	 2.60269	 4.86335	 0.06535	 0.09016	 0.81707	-1348.247913215	-1401777.227477743	53529.314262834
308	 1.16626	 2.66739	 2.16122	 9.22453	 2.03436	 2.48230	 4.86335	 0.06535	 0.09016	 0.81707	-1348.157545836	-1401745.996420636	53588.450584922
309	 1.12399	 2.77992	 2.06855	 8.87972	 1.96668	 2.54747	 4.91510	 0.06525	 0.09001	 0.81578	-1348.157363569	-1401732.323942594	53574.960373876
310	 1.12399	 2.71254	 2.13810	 8.64841	 1.84088	 2.54747	 4.87585	 0.06525	 0.09001	 0.81578	-1348.147465464	-1401695.001318041	53547.535853767
